0,0.45833334,0.33333334,0.5,0.5,0.0,0.5,0.5,0.33333334,0.5
1,0.28333333,0.6666667,0.0,0.0,0.6,0.0,0.3333333,0.7333333,0.33333334
2,0.33333334,0.42424247,0.51515144,0.0,0.33333337,0.30303028,0.69696975,0.5151515,0.3333333
3,0.3333333,0.36666664,0.65,0.18333332,0.36666664,0.5,0.28333333,0.3333333,0.5833334
4,0.0,0.5,0.5,0.41666666,0.041666668,0.5,0.33333334,0.33333334,0.6666667
5,0.5333333,0.3333333,0.23333335,0.28333333,0.3,0.4666667,0.3333333,0.3333333,0.5833334
6,0.3787879,0.33333334,0.24242423,0.6666667,0.3181818,0.5151515,0.56060606,0.34848487,0.54545456
7,0.33333334,0.34848487,0.6818182,0.0,0.469697,0.16666664,0.21212123,0.37878788,0.0
8,0.45833334,0.33333334,0.45833334,0.375,0.45833334,0.5,0.5416667,0.33333334,0.5
9,0.5,0.33333334,0.5,0.375,0.33333334,0.625,0.20833333,0.33333334,0.375
